,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50
0,267.0893859863281,133.526611328125,0.8634291291236877,0.0,0.0,0.4087771773338318,262.4195556640625,128.60008239746094,0.8879966735839844,0.0,0.0,0.15307575464248657,252.58657836914062,130.77825927734375,0.9023868441581726,257.67401123046875,163.48643493652344,0.8945862650871277,243.5559539794922,160.9815216064453,0.9933677315711975,0.0,0.0,0.494676411151886,246.87185668945312,194.6971893310547,0.9782931208610535,0.0,0.0,0.40437260270118713,274.94281005859375,166.64364624023438,0.9171571135520935,244.14215087890625,257.2775573730469,0.9806844592094421,240.21322631835938,257.3469543457031,0.9945874214172363,223.1403350830078,327.9132995605469,0.9789386987686157,267.58831787109375,331.29901123046875,0.9944478273391724,186.59619140625,400.1659851074219,0.9278598427772522,266.1868591308594,408.4123840332031,0.9676804542541504
1,265.8321533203125,134.4904327392578,0.9099465608596802,268.2360534667969,130.38626098632812,0.5974558591842651,261.04400634765625,129.1048583984375,0.9008914828300476,0.0,0.0,0.2566625475883484,251.8096923828125,129.878173828125,0.8736317753791809,258.610595703125,163.7969207763672,0.9396792650222778,243.3570556640625,158.82972717285156,0.9915735125541687,264.1824951171875,197.2198944091797,0.6755589246749878,246.5614013671875,191.73329162597656,0.9674083590507507,277.1589660644531,163.89002990722656,0.5599321722984314,272.01934814453125,169.8252716064453,0.8975368142127991,244.35415649414062,258.5790710449219,0.9838026762008667,238.55911254882812,257.1419677734375,0.9931020736694336,227.56398010253906,329.7507019042969,0.984851062297821,263.619873046875,328.7632751464844,0.9939711093902588,195.85745239257812,400.8176574707031,0.9478983879089355,260.5631408691406,402.2804870605469,0.9704026579856873
2,265.08502197265625,134.39381408691406,0.9256387948989868,267.60107421875,129.97535705566406,0.6687745451927185,260.20684814453125,128.82545471191406,0.9160768389701843,0.0,0.0,0.2650988698005676,250.70925903320312,130.04940795898438,0.8591271042823792,260.3079833984375,163.43275451660156,0.9353644847869873,241.7682647705078,157.84490966796875,0.9889712929725647,265.2449951171875,196.55136108398438,0.7112317085266113,248.47537231445312,187.97293090820312,0.9649208784103394,276.0749206542969,162.67662048339844,0.6054918169975281,272.9652404785156,165.3091583251953,0.8988816738128662,247.5178680419922,258.6534118652344,0.9865036010742188,234.27175903320312,257.0289306640625,0.9937467575073242,246.38967895507812,329.9173278808594,0.9868707060813904,244.5315399169922,328.56536865234375,0.9943271279335022,230.9559783935547,399.303955078125,0.9579026103019714,231.7996063232422,400.3910217285156,0.9749453067779541
3,266.1652526855469,133.4571533203125,0.8800442218780518,268.249755859375,129.58155822753906,0.5027196407318115,261.6630859375,128.1232147216797,0.8795014023780823,0.0,0.0,0.22081629931926727,251.93597412109375,128.41551208496094,0.8872460722923279,253.70162963867188,163.09304809570312,0.9333267211914062,244.563720703125,157.04942321777344,0.9914423823356628,261.3255920410156,196.6725616455078,0.6289424896240234,252.41937255859375,186.24337768554688,0.9647809267044067,0.0,0.0,0.49110525846481323,273.695556640625,163.2192840576172,0.8789981603622437,239.66021728515625,258.4937744140625,0.9851618409156799,238.63165283203125,256.9920959472656,0.993931770324707,220.62722778320312,329.7758483886719,0.9878585338592529,264.7072448730469,329.9976501464844,0.9953741431236267,190.04725646972656,399.1002502441406,0.9616284370422363,266.8228759765625,402.9114990234375,0.9788112044334412
4,264.11077880859375,132.98406982421875,0.9461130499839783,266.8570251464844,128.21627807617188,0.8068363070487976,259.528076171875,126.71765899658203,0.9340736269950867,0.0,0.0,0.3430733382701874,250.63687133789062,126.9791030883789,0.8246666193008423,261.2168884277344,160.15158081054688,0.926996648311615,242.10507202148438,154.26161193847656,0.9766157865524292,265.4196472167969,187.56085205078125,0.7292340397834778,246.1477813720703,186.046630859375,0.9251829385757446,270.61993408203125,162.5352020263672,0.6196039915084839,255.88160705566406,188.1917724609375,0.8384252190589905,249.70626831054688,256.0024719238281,0.9861041903495789,230.43592834472656,253.27816772460938,0.9913949370384216,266.10809326171875,329.1864318847656,0.987529993057251,218.02561950683594,325.81463623046875,0.9927698969841003,269.3549499511719,399.9095764160156,0.9669728875160217,189.29885864257812,399.5220642089844,0.9762925505638123
5,263.86651611328125,132.67642211914062,0.9389474391937256,266.2638854980469,127.9275894165039,0.7906985878944397,259.3803405761719,126.41608428955078,0.9244827628135681,0.0,0.0,0.32832491397857666,250.64093017578125,126.28437042236328,0.8148746490478516,262.0705871582031,158.70321655273438,0.9236769676208496,242.19989013671875,153.63990783691406,0.975136399269104,268.0813903808594,183.14158630371094,0.7258504629135132,246.58969116210938,185.90939331054688,0.9204315543174744,268.0902404785156,165.3284454345703,0.6096278429031372,250.3723907470703,198.14715576171875,0.830936074256897,250.77989196777344,255.50369262695312,0.9876793026924133,231.08493041992188,252.4718475341797,0.9923566579818726,266.6358947753906,329.5023498535156,0.9891078472137451,215.46949768066406,324.71746826171875,0.9936671853065491,270.90533447265625,400.1063537597656,0.9722833633422852,186.87107849121094,397.58538818359375,0.9801558256149292
6,263.19720458984375,129.65745544433594,0.9387551546096802,265.4912109375,124.88189697265625,0.7866048216819763,258.49090576171875,123.32307434082031,0.923824667930603,0.0,0.0,0.32878339290618896,249.27439880371094,123.97645568847656,0.8274204134941101,258.68524169921875,157.63143920898438,0.9297630786895752,242.40870666503906,152.1315460205078,0.9742676615715027,266.5735778808594,180.57044982910156,0.7374028563499451,252.0240936279297,180.8018035888672,0.9143277406692505,270.9542236328125,153.25559997558594,0.6074756979942322,256.07904052734375,179.4205780029297,0.8138893842697144,247.91761779785156,256.0052490234375,0.9872546792030334,230.19979858398438,253.08836364746094,0.9915506839752197,264.4972839355469,329.2481994628906,0.9888878464698792,214.7144317626953,324.5977478027344,0.9931210875511169,270.2386474609375,400.0236511230469,0.9711858630180359,187.4542999267578,397.05145263671875,0.9784666895866394
7,263.63555908203125,126.15687561035156,0.8741117119789124,265.4820556640625,121.74300384521484,0.6234601736068726,259.1716003417969,120.8217544555664,0.8733782768249512,0.0,0.0,0.21542906761169434,249.49537658691406,123.8674545288086,0.80191969871521,258.80120849609375,157.8056182861328,0.8731895685195923,241.17088317871094,152.4718475341797,0.9558736681938171,274.5296630859375,183.22511291503906,0.5547617673873901,252.29551696777344,181.4333038330078,0.8494025468826294,0.0,0.0,0.4113032817840576,258.68280029296875,171.76783752441406,0.6955086588859558,243.89859008789062,257.047119140625,0.9785933494567871,228.43067932128906,254.6896209716797,0.9864060282707214,249.8563232421875,329.1971435546875,0.9829710125923157,223.70144653320312,329.1786193847656,0.9900570511817932,252.26121520996094,400.9075012207031,0.961510181427002,210.5428466796875,405.2859802246094,0.9717231392860413
8,263.7198181152344,124.99604034423828,0.6900235414505005,0.0,0.0,0.2277052402496338,259.55523681640625,120.51871490478516,0.7307513952255249,0.0,0.0,0.10036633908748627,250.3385772705078,124.66708374023438,0.8650566339492798,250.30601501464844,157.41331481933594,0.8526822924613953,243.92364501953125,155.5418243408203,0.9811453223228455,0.0,0.0,0.4520247280597687,265.04437255859375,181.53726196289062,0.9395224452018738,0.0,0.0,0.3136799931526184,273.48077392578125,144.0357208251953,0.8052225708961487,234.39154052734375,258.9001770019531,0.9810469746589661,233.02249145507812,258.6130065917969,0.9926720857620239,221.17469787597656,328.732177734375,0.9848783612251282,250.1006622314453,331.73760986328125,0.9946767091751099,202.2901611328125,401.1177673339844,0.960202693939209,254.4189453125,407.0392150878906,0.9788675308227539
9,262.4837341308594,124.78240966796875,0.628695011138916,0.0,0.0,0.15745826065540314,258.8352355957031,120.28905487060547,0.7101213932037354,0.0,0.0,0.10052361339330673,250.85960388183594,124.41119384765625,0.9130473732948303,240.58558654785156,157.8116912841797,0.8525528907775879,247.3238067626953,157.015380859375,0.9876899719238281,0.0,0.0,0.37908169627189636,267.93829345703125,183.2552032470703,0.9543625116348267,0.0,0.0,0.24558761715888977,277.03094482421875,152.62274169921875,0.8182185292243958,227.58953857421875,257.90655517578125,0.9806560277938843,237.3502655029297,258.9126281738281,0.9939530491828918,210.0573272705078,326.7898254394531,0.984252393245697,259.37493896484375,333.7600402832031,0.9955239295959473,185.78810119628906,398.06695556640625,0.957482099533081,264.9085998535156,410.0083312988281,0.9800294041633606
